,video_id,title,creation_date,description,author,source
0,yoA_ionVP70,Bald auch in deiner Stadt ... 😉,2024-12-06T17:22:02Z,,BÜNDNIS 90/DIE GRÜNEN,https://www.youtube.com/watch?v=yoA_ionVP70
