video_id,title,description,author,source,embedded
oR17lfza_8g,Aus dem Sauerland kommt eine deutliche Botschaft: Friedrich Merz ist der richtige für Deutschland!,"#cdu #wiedernachvorne #politikwechsel 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=oR17lfza_8g,True
XqneYnEjasM,Wieder nach vorne | Die Wahlkampftour mit Friedrich Merz und Markus Söder – Brillon | Gebärden,"#cdu #politikwechsel #merz #wiedernachvorne 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=XqneYnEjasM,True
GkOTmOB9jUU,Wieder nach vorne | Die Wahlkampftour mit Friedrich Merz und Markus Söder – Brillon,"#cdu #politikwechsel #merz 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=GkOTmOB9jUU,True
u8rxqOuiid0,Wieder nach vorne | Die Wahlkampftour – Hannover | Gebärden,"#cdu #politikwechsel #merz #wiedernachvorne 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=u8rxqOuiid0,True
48Tq047r8So,Wieder nach vorne | Die Wahlkampftour – Hannover,"#cdu #politikwechsel #wiedernachvorne 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=48Tq047r8So,True
W28Nns2o3aM,Pressekonferenz – EVP Klausurtagung mit Friedrich Merz | Berlin,#cdu #evp,CDU,https://www.youtube.com/watch?v=W28Nns2o3aM,True
aOR8U4sKbhc,Wieder nach vorne! Am 23. Februar mit beiden Stimmen CDU.,"#cdu #politikwechsel #merz 

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=aOR8U4sKbhc,True
eFR8qsADv4I,#merzrede: Betriebsrätekonferenz der Christlich-Demokratischen Arbeitnehmerschaft Deutschlands (CDA),#cdu #politikwechsel,CDU,https://www.youtube.com/watch?v=eFR8qsADv4I,True
g__HQQ8vV2w,Eins ist klar: Deutschland braucht wieder einen grundlegenden #Politikwechsel.,"#cdu #politikwechsel 

Mehr von der CDU

Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=g__HQQ8vV2w,True
TBcYbZPoYIk,Friedrich Merz und Carsten Linnemann zu den Ergebnissen der Klausurtagung des CDU-Bundesvorstands.,"#cdu #politikwechsel

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands",CDU,https://www.youtube.com/watch?v=TBcYbZPoYIk,True
4ddAOJQ0EZE,🔴 Pressestatement von Carsten Linnemann zum Auftakt der Klausurtagung des CDU-Bundesvorstandes.,#cdu #politikwechsel,CDU,https://www.youtube.com/watch?v=4ddAOJQ0EZE,True
VRqKgxG62Zk,"🔴 LIVE: Gemeinsames Statement von Friedrich Merz, Markus Söder und Alexander Dobrindt in #SEEON","Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands 

#politikwechsel",CDU,https://www.youtube.com/watch?v=VRqKgxG62Zk,True
lcfNOJ5TV3g,Politikwechsel für Deutschland – Wahlprogramm der CDU und CSU | Pressekonferenz,#politikwechsel #cdu #merz #csu #söder #union #wiedernachvorne,CDU,https://www.youtube.com/watch?v=lcfNOJ5TV3g,True
LsmjInkefvQ,Einfach mal machen – Spezial mit Markus Söder und Friedrich Merz,"Woran ist die Ampel gescheitert? Wie bringt man Deutschland wieder nach vorne? Und welche Antworten auf die Herausforderungen unserer Zeit bieten CDU und CSU? Darüber spricht CDU-Generalsekretär Carsten Linnemann mit zwei echten Größen der Politik: CSU-Chef Markus Söder und CDU-Chef Friedrich Merz.
 
„Es war in der Tat ein Tag der Erleichterung“, bekennt Merz mit Blick auf das Misstrauensvotum gegen den Bundeskanzler. Seit sechs Wochen ist klar: Die Regierung hat keine Mehrheit mehr. Aber erst jetzt wurde der Weg zu Neuwahlen freigemacht. Handlungsunfähigkeit aber gefährdet die Demokratie, stellt Söder fest. Söder und Merz stellen klar: Deutschland braucht jetzt einen Politikwechsel. Es braucht eine starke Union. Damit es wieder eine starke Bundesregierung gibt.
#cdu #csu #politikwechsel #wiedernachvorne",CDU,https://www.youtube.com/watch?v=LsmjInkefvQ,True
H3bqtMu2FRM,🔴 Live: #MerzRede bei der CDU NRW zur Aufstellung der Landesliste für die Bundestagswahl 2025,#merz,CDU,https://www.youtube.com/watch?v=H3bqtMu2FRM,True
xmzg6-2OjAE,Friedrich Merz bei Joko&Klaas: Für eine starke politische Mitte! #PolitikUndAnstand,#cdu #politikwechsel #wiedernachvorne #JKLive,CDU,https://www.youtube.com/watch?v=xmzg6-2OjAE,True
yOxxeYaDIsw,"„Die beiden Gegentreffer gegen Costa Rica sind auf meine Kappe gegangen...""","Ich habe die Fehler gemacht. Statt in Selbstmitleid zu fallen, habe ich dazu gestanden. Um es im nächsten Spiel besser zu machen.“ 
#cdu #einfachmalmachen 

Die ganze Folge: https://youtu.be/dRMBknqn9-Q",CDU,https://www.youtube.com/watch?v=yOxxeYaDIsw,True
dRMBknqn9-Q,Einfach mal machen - Folge #20 mit Arne Friedrich und Tijen Onaran,"„Warum tut sich Olaf Scholz mit Führung in unsicheren Zeiten so schwer? Brauchen wir alle in Deutschland mehr Mut, mehr Selbstvertrauen?“ Und: Kann ein verpflichtendes Gesellschaftsjahr dazu beitragen? Diese Fragen stellt CDU-Generalsekretär Carsten Linnemann in den Mittelpunkt seines aktuellen Podcasts. Gäste der 20. Folge: Arne Friedrich, eh. Fußballprofi und Nationalspieler, Sportdirektor bei Hertha BSC, mit einer eigenen Kinderstiftung. Und Tijen Onaran, Unternehmerin, Investorin, Bestseller-Autorin, Lesebotschafterin.
Für Arne Friedrich ist Führung im täglichen Leben eine Aufgabe für jede und jeden von uns: „Wir alle haben auch die Verantwortung zu führen“, sagt er. Ob beim Sport, in der Familie oder in der Politik. Man kann Vorbilder haben, sagt er. Doch wichtig beim Führen ist nicht, andere nachzumachen, sondern die anderen im Blick zu haben. Es braucht auch eine andere Fehlerkultur, als sie in der Ampel über drei Jahre gelebt wurde, stellt Tijen Onaran fest: „Das Scheitern dieser Ampelkoalition hängt mit der Führungsschwäche des Kanzlers zusammen. Für mich ist ein mutiger Führungsstil ein Stil der Klarheit: Lieber ein ehrliches ‚Nein‘ als ein unehrliches ‚Wenn‘.“
Und was kann ein Gesellschaftsjahr zu mehr Miteinander, Mut und Führung beitragen? Onaran sieht darin Chancen: Wir müssen wieder zu einem Zusammenhalt in der Gesellschaft kommen, sagt sie. „Weg von der Sprachlosigkeit, Hin zu einem echt großen Aufschlag. Hin zu Mut, zu machen, zu vorangehen. Und dann sind wir wieder ein starkes Land.“

Mehr von der CDU
Demokratieunterstützer: https://www.cdu-deutschlands.de/spenden
Friedrich Merz: https://www.merz.cdu.de/
Jetzt Mitglied werden: https://www.cdu-deutschlands.de/mitglied-werden

 Social Media
► Instagram:  https://www.instagram.com/cdu/ 
► Facebook:  https://www.facebook.com/CDU 
► WhatsApp: https://whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636 
► Threads: https://www.threads.net/@cdu 
► TikTok: https://www.tiktok.com/@insidecdu 
► X: https://x.com/CDU 
► LinkedIn: https://de.linkedin.com/company/cdudeutschlands 


 @CDU  #cdu #einfachmalmachen",CDU,https://www.youtube.com/watch?v=dRMBknqn9-Q,True
NHXs9u5Hnas,Deutschland #wiedernachvorne,"Wir wollen eine stabile und handlungsfähige Regierung bilden. Unter der Führung von Friedrich Merz werden wir den dringend notwendigen Politikwechsel einleiten, der Deutschland #wiedernachvorne bringt.",CDU,https://www.youtube.com/watch?v=NHXs9u5Hnas,True
WvdBDzhOx3c,Einfach mal machen - Folge #19 mit Ralf Moeller und Dr. Annika von Mutius,"Künstliche Intelligenz trifft Handwerk! Wie das funktionieren kann, zeigen der deutsche Schauspieler Ralf Moeller und die Gründerin Dr. Annika von Mutius. Auf den ersten Blick: Ein ungleiches Duo. Auf den zweiten Blick: Ein spannender Austausch, der zeigt, dass beide auch mit Host Carsten Linnemann etwas gemeinsam haben. Eigenverantwortung übernehmen und einfach mal machen!  

Ralf Moeller dürfte einigen noch aus dem Film „Gladiator“ an der Seite von Russell Crowe bekannt sein. 1986 war er Mr. Universum. Doch hinter der Fassade steckt mehr: Seit Jahren setzt er sich leidenschaftlich dafür ein, dass der Handwerksberuf mehr Wertschätzung erlangt. Außerdem verrät der Deutsche mit amerikanischem Pass, ob Arnold Schwarzenegger oder er beim Arm drücken gewinnt. 

Dr. Annika Mutius hat bewiesen, dass sie Start-Up kann. Vier Jahre lang war sie in der Gründerszene im Silicon Valley, bevor es sie zurück nach Deutschland lockte. Sie sagt: „Ich bin total gerne Europäerin.“ In Berlin hat sie ein Start-Up gegründet, dass beim Recruiting-Prozess Künstliche Intelligenz einsetzt. Ihr Ansatz: Künstliche Intelligenz muss nicht perfekt sein, sondern man muss einfach loslegen! Einstellung hat ihr die Auszeichnungen „Forbes 30 under 30“ und „Capital 40 under 40“ eingebracht.  

www.cdu.de
#cdu #einfachmalmachen",CDU,https://www.youtube.com/watch?v=WvdBDzhOx3c,True
VkHZG8ald-Q,"""Ich will Ihnen einfach zurufen: Bleiben Sie zuversichtlich, auch wenn es schwierige Zeiten sind.""",Wir bereiten uns intensiv auf die Übernahme der Regierungsverantwortung vor. Damit wir wieder sagen können: Wir sind stolz auf Deutschland. #cdu #merz @FriedrichMerzCDU,CDU,https://www.youtube.com/watch?v=VkHZG8ald-Q,True
qw7DiIKAuP8,🎥 Recap zu unserem Werkstattgespräch „Wehrpflicht und Gesellschaftsjahr“!,"🗯️ Unser Kanzlerkandidat @merzcdu und @philipp.amthor fassen die wichtigsten Erkenntnisse aus der Veranstaltung zusammen.
 
Mehr Informationen zu den Themen #Wehrpflicht und #Gesellschaftsjahr findet ihr hier: https://www.cdu.de/artikel/kommt-eine-neue-wehrpflicht",CDU,https://www.youtube.com/watch?v=qw7DiIKAuP8,True
kMfAg5qIZX4,"Eine Union. Bereit für Verantwortung. Für ein Deutschland, auf das wir wieder stolz sein können.",#cdu #merz #shorts @FriedrichMerzCDU,CDU,https://www.youtube.com/watch?v=kMfAg5qIZX4,True
_rbf2dAYcrE,Wehrpflicht und Gesellschaftsjahr | Sicherheit und Zusammenhalt,"Nationale Sicherheit und gesellschaftlicher Zusammenhalt sind in den letzten Jahren zunehmend in Frage gestellt worden. Vor diesem Hintergrund spricht sich die CDU Deutschlands für die Einführung einer Kontingentwehrpflicht und ein verpflichtendes Gesellschaftsjahr aus.

Eine Kontingentwehrpflicht – zum Beispiel nach Vorbild der nordischen Staaten – eröffnet der Bundeswehr neue Optionen, Rekruten zu gewinnen und eine starke Reserve zu errichten. Das Gesellschaftsjahr schafft die Möglichkeit, dass sich junge Menschen in zentralen gesellschaftlichen Bereichen engagieren, so zu einem stärkeren Miteinander beitragen und zugleich wertvolle Erfahrungen sammeln.

Beide Konzepte stehen in einem engen Zusammenhang, erfordern umfassende Umsetzungsmaßnahmen und bedürfen daher eingehender Vorbereitung. Daher wollen wir beide Themen mit Ihnen erörtern. Aufbauend auf einem Impuls des Vorsitzenden der CDU Deutschlands, Friedrich Merz MdB, beleuchten Panels mit Vertretern aus Politik, Militär, Wissenschaft, Katastrophenschutz und sozialen Organisationen ein breites Fragenspektrum – von Personalbedarf und Auswahlkriterien für die Bundeswehr bis zu rechtlichen Voraussetzungen und organisatorischen Rahmenbedingungen für ein verpflichtendes Gesellschaftsjahr.
#cdu",CDU,https://www.youtube.com/watch?v=_rbf2dAYcrE,True
AVr330YVS28,Wehrpflicht und Gesellschaftsjahr | Sicherheit und Zusammenhalt – Gebärden,"Nationale Sicherheit und gesellschaftlicher Zusammenhalt sind in den letzten Jahren zunehmend in Frage gestellt worden. Vor diesem Hintergrund spricht sich die CDU Deutschlands für die Einführung einer Kontingentwehrpflicht und ein verpflichtendes Gesellschaftsjahr aus.

Eine Kontingentwehrpflicht – zum Beispiel nach Vorbild der nordischen Staaten – eröffnet der Bundeswehr neue Optionen, Rekruten zu gewinnen und eine starke Reserve zu errichten. Das Gesellschaftsjahr schafft die Möglichkeit, dass sich junge Menschen in zentralen gesellschaftlichen Bereichen engagieren, so zu einem stärkeren Miteinander beitragen und zugleich wertvolle Erfahrungen sammeln.

Beide Konzepte stehen in einem engen Zusammenhang, erfordern umfassende Umsetzungsmaßnahmen und bedürfen daher eingehender Vorbereitung. Daher wollen wir beide Themen mit Ihnen erörtern. Aufbauend auf einem Impuls des Vorsitzenden der CDU Deutschlands, Friedrich Merz MdB, beleuchten Panels mit Vertretern aus Politik, Militär, Wissenschaft, Katastrophenschutz und sozialen Organisationen ein breites Fragenspektrum – von Personalbedarf und Auswahlkriterien für die Bundeswehr bis zu rechtlichen Voraussetzungen und organisatorischen Rahmenbedingungen für ein verpflichtendes Gesellschaftsjahr.
#cdu",CDU,https://www.youtube.com/watch?v=AVr330YVS28,True
b-PTFT2cSwY,Friedrich Merz zum Ende der Ampel-Koalition #cdu #merz,"„Wir sind fest entschlossen, nicht nur Verantwortung zu übernehmen, sondern dieses Land besser zu regieren, dieses Land nach vorn zu bringen. Dabei brauchen wir Ihre Hilfe.“  @FriedrichMerzCDU",CDU,https://www.youtube.com/watch?v=b-PTFT2cSwY,True
